ticker,cap,country,industry,financial_currency,currency
SHC.L,medium,United Kingdom,REIT - Retail,GBP,GBP
AXSM,medium,United States,Biotechnology,USD,USD
LIGHT.AS,medium,Netherlands,Electrical Equipment & Parts,EUR,EUR
BTG,medium,Canada,Gold,USD,USD
251270.KS,medium,South Korea,Electronic Gaming & Multimedia,KRW,KRW
BEM.BK,medium,Thailand,Railroads,THB,THB
AMTD,medium,Hong Kong,Asset Management,USD,USD
AYX,medium,United States,Software - Application,USD,USD
ABDN.L,medium,United Kingdom,Asset Management,GBP,GBP
6753.T,medium,Japan,Consumer Electronics,JPY,JPY
DARK.L,medium,United Kingdom,Software - Infrastructure,USD,GBP
WIRE,medium,United States,Electrical Equipment & Parts,USD,USD
TTKOM.IS,medium,Turkey,Telecom Services,TRY,TRY
IVG.MI,medium,Italy,Farm & Heavy Construction Machinery,EUR,EUR
IDR.MC,medium,Spain,Information Technology Services,EUR,EUR
IBRX,medium,United States,Biotechnology,USD,USD
GFF,medium,United States,Conglomerates,USD,USD
6770.TW,medium,Taiwan,Semiconductors,TWD,TWD
GBK.KW,medium,Kuwait,Banks - Regional,KWD,KWF
ARCB,medium,United States,Trucking,USD,USD
AXNX,medium,United States,Medical Devices,USD,USD
BAK,medium,Brazil,Chemicals,BRL,USD
INCH.L,medium,United Kingdom,Auto & Truck Dealerships,GBP,GBP
ACE.MI,medium,Italy,Utilities - Diversified,EUR,EUR
JUN3.F,medium,Germany,Specialty Industrial Machinery,EUR,EUR
BTU,medium,United States,Thermal Coal,USD,USD
4071.SR,medium,Saudi Arabia,Advertising Agencies,SAR,SAR
ENOV,medium,United States,Specialty Industrial Machinery,USD,USD
STRL,medium,United States,Engineering & Construction,USD,USD
4715.KL,medium,Malaysia,Resorts & Casinos,MYR,MYR
2270.SR,medium,Saudi Arabia,Packaged Foods,SAR,SAR
IEL.AX,medium,Australia,Education & Training Services,AUD,AUD
009830.KS,medium,South Korea,Chemicals,KRW,KRW
WLN.PA,medium,France,Software - Infrastructure,EUR,EUR
HI,medium,United States,Specialty Industrial Machinery,USD,USD
IDYA,medium,United States,Biotechnology,USD,USD
4005.T,medium,Japan,Chemicals,JPY,JPY
ACIW,medium,United States,Software - Infrastructure,USD,USD
BPSO.MI,medium,Italy,Banks - Regional,EUR,EUR
KTB,medium,United States,Apparel Manufacturing,USD,USD
5211.KL,medium,Malaysia,Conglomerates,MYR,MYR
RPD,medium,United States,Software - Infrastructure,USD,USD
WDFC,medium,United States,Specialty Chemicals,USD,USD
IBOC,medium,United States,Banks - Regional,USD,USD
YETI,medium,United States,Leisure,USD,USD
0489.HK,medium,China,Auto Manufacturers,CNY,HKD
IGG.L,medium,United Kingdom,Capital Markets,GBP,GBP
FNTN.F,medium,Germany,Telecom Services,EUR,EUR
AWC.BK,medium,Thailand,Lodging,THB,THB
MTRS.ST,medium,Sweden,Pollution & Treatment Controls,SEK,SEK
STJ.L,medium,United Kingdom,Asset Management,GBP,GBP
KFY,medium,United States,Staffing & Employment Services,USD,USD
002517.SZ,medium,China,Electronic Gaming & Multimedia,CNY,CNY
FLY.PA,medium,France,REIT - Office,EUR,EUR
SVV,medium,United States,Specialty Retail,USD,USD
MYOR.JK,medium,Indonesia,Packaged Foods,IDR,IDR
QNNS.QA,medium,Qatar,Marine Shipping,QAR,QAR
SGKN.SW,medium,Switzerland,Banks - Regional,CHF,CHF
PWSC,medium,United States,Software - Application,USD,USD
IRTC,medium,United States,Medical Devices,USD,USD
LAZ,medium,United States,Capital Markets,USD,USD
VONN.SW,medium,Switzerland,Asset Management,CHF,CHF
SR,medium,United States,Utilities - Regulated Gas,USD,USD
EXIDEIND.NS,medium,India,Auto Parts,INR,INR
CCOI,medium,United States,Telecom Services,USD,USD
ARCH,medium,United States,Coking Coal,USD,USD
CRS,medium,United States,Metal Fabrication,USD,USD
CVI,medium,United States,Oil & Gas Refining & Marketing,USD,USD
2501.T,medium,Japan,Beverages - Brewers,JPY,JPY
CE.MI,medium,Italy,Banks - Regional,EUR,EUR
4613.T,medium,Japan,Specialty Chemicals,JPY,JPY
TPH,medium,United States,Residential Construction,USD,USD
ALE,medium,United States,Utilities - Diversified,USD,USD
VAC,medium,United States,Resorts & Casinos,USD,USD
VID.MC,medium,Spain,Packaging & Containers,EUR,EUR
BHC,medium,Canada,Drug Manufacturers - Specialty & Generic,USD,USD
SMMT,medium,United States,Biotechnology,USD,USD
RDNT,medium,United States,Diagnostics & Research,USD,USD
SYNGENE.NS,medium,India,Biotechnology,INR,INR
5947.T,medium,Japan,"Furnishings, Fixtures & Appliances",JPY,JPY
PGNY,medium,United States,Health Information Services,USD,USD
ARVN,medium,United States,Biotechnology,USD,USD
CRNX,medium,United States,Biotechnology,USD,USD
ISS.CO,medium,Denmark,Specialty Business Services,DKK,DKK
BAB.L,medium,United Kingdom,Engineering & Construction,GBP,GBP
SLG,medium,United States,REIT - Office,USD,USD
SMPL,medium,United States,Packaged Foods,USD,USD
NVEI,medium,Canada,Software - Infrastructure,USD,USD
1U1.DE,medium,Germany,Telecom Services,EUR,EUR
IOS.DE,medium,Germany,Software - Infrastructure,EUR,EUR
OSCR,medium,United States,Healthcare Plans,USD,USD
AIXA.F,medium,Germany,Semiconductor Equipment & Materials,EUR,EUR
ABCB,medium,United States,Banks - Regional,USD,USD
LITE,medium,United States,Communication Equipment,USD,USD
REZI,medium,United States,Security & Protection Services,USD,USD
GN.CO,medium,Denmark,Medical Devices,DKK,DKK
APGE,medium,United States,Biotechnology,USD,USD
CBK.KW,medium,Kuwait,Banks - Regional,KWD,KWF
KIOCL.NS,medium,India,Steel,INR,INR
BLUESTARCO.NS,medium,India,Building Products & Equipment,INR,INR
CIE.MC,medium,Spain,Auto Parts,EUR,EUR
BSM,medium,United States,Oil & Gas E&P,USD,USD
IFS,medium,Peru,Banks - Regional,PEN,USD
SDRL,medium,Bermuda,Oil & Gas Drilling,USD,USD
VTSC.DE,medium,Germany,Auto Parts,EUR,EUR
ZFCVINDIA.NS,medium,India,Auto Parts,INR,INR
SPT,medium,United States,Software - Application,USD,USD
SRAIL.SW,medium,Switzerland,Railroads,CHF,CHF
HINDCOPPER.NS,medium,India,Copper,INR,INR
NOMD,medium,United Kingdom,Packaged Foods,EUR,USD
BREB.BR,medium,Luxembourg,Asset Management,EUR,EUR
NNI,medium,United States,Credit Services,USD,USD
4001.SR,medium,Saudi Arabia,Grocery Stores,SAR,SAR
ADNT,medium,Ireland,Auto Parts,USD,USD
CLSK,medium,United States,Capital Markets,USD,USD
GLENMARK.NS,medium,India,Drug Manufacturers - Specialty & Generic,INR,INR
MLCO,medium,Hong Kong,Resorts & Casinos,USD,USD
MOH.AT,medium,Greece,Oil & Gas Refining & Marketing,EUR,EUR
ITI.NS,medium,India,Communication Equipment,INR,INR
FLYW,medium,United States,Software - Infrastructure,USD,USD
ANTARCHILE.SN,medium,Chile,Conglomerates,USD,CLP
SAX.F,medium,Germany,Advertising Agencies,EUR,EUR
NPO,medium,United States,Specialty Industrial Machinery,USD,USD
DNR.MI,medium,Italy,Specialty Chemicals,EUR,EUR
PNM,medium,United States,Utilities - Regulated Electric,USD,USD
LNR.TO,medium,Canada,Auto Parts,CAD,CAD
VC,medium,United States,Auto Parts,USD,USD
JBT,medium,United States,Specialty Industrial Machinery,USD,USD
NCNO,medium,United States,Software - Application,USD,USD
VSH,medium,United States,Semiconductors,USD,USD
MMB.PA,medium,France,Travel Services,EUR,EUR
HCC,medium,United States,Coking Coal,USD,USD
DIOD,medium,United States,Semiconductors,USD,USD
0023.HK,medium,Hong Kong,Banks - Regional,HKD,HKD
GHC,medium,United States,Education & Training Services,USD,USD
ALB.MC,medium,Spain,Asset Management,EUR,EUR
TNL,medium,United States,Travel Services,USD,USD
SKT,medium,United States,REIT - Retail,USD,USD
VTMX,medium,Mexico,Real Estate - Development,USD,USD
EIHOTEL.NS,medium,India,Lodging,INR,INR
EPR,medium,United States,REIT - Specialty,USD,USD
CNX,medium,United States,Oil & Gas E&P,USD,USD
KTC.BK,medium,Thailand,Credit Services,THB,THB
ACLN.SW,medium,Switzerland,Aerospace & Defense,USD,CHF
ATHM,medium,China,Internet Content & Information,CNY,USD
7LX.F,medium,United States,Capital Markets,USD,EUR
IMCR,medium,United Kingdom,Biotechnology,USD,USD
NWL,medium,United States,Household & Personal Products,USD,USD
ASB,medium,United States,Banks - Regional,USD,USD
SBSW,medium,South Africa,Gold,ZAR,USD
ALSN.SW,medium,Switzerland,Electronics & Computer Distribution,EUR,CHF
BZY.F,medium,Austria,Real Estate Services,EUR,EUR
SJ.TO,medium,Canada,Lumber & Wood Production,CAD,CAD
UNF,medium,United States,Specialty Business Services,USD,USD
RBREW.CO,medium,Denmark,Beverages - Brewers,DKK,DKK
NWL.AX,medium,Australia,Capital Markets,AUD,AUD
CLDX,medium,United States,Biotechnology,USD,USD
IMO1.F,medium,Austria,Real Estate - Diversified,EUR,EUR
ZD,medium,United States,Advertising Agencies,USD,USD
ACO-X.TO,medium,Canada,Utilities - Diversified,CAD,CAD
APAM,medium,United States,Asset Management,USD,USD
SBRA,medium,United States,REIT - Healthcare Facilities,USD,USD
WOR,medium,United States,Metal Fabrication,USD,USD
WD,medium,United States,Mortgage Finance,USD,USD
LPL,medium,South Korea,Consumer Electronics,KRW,USD
TIGO,medium,Luxembourg,Telecom Services,USD,USD
RNG,medium,United States,Software - Application,USD,USD
0966.HK,medium,Hong Kong,Insurance - Life,HKD,HKD
IOSP,medium,United States,Specialty Chemicals,USD,USD
KXS.TO,medium,Canada,Software - Application,USD,CAD
CVCO,medium,United States,Residential Construction,USD,USD
UCBI,medium,United States,Banks - Regional,USD,USD
IMP.JO,medium,South Africa,Other Precious Metals & Mining,ZAR,ZAc
LREN3.SA,medium,Brazil,Department Stores,BRL,BRL
1830.SR,medium,Saudi Arabia,Leisure,SAR,SAR
SEB,medium,United States,Conglomerates,USD,USD
PI,medium,United States,Communication Equipment,USD,USD
CURLF,medium,United States,Drug Manufacturers - Specialty & Generic,USD,USD
SHOO,medium,United States,Footwear & Accessories,USD,USD
CERT,medium,United States,Health Information Services,USD,USD
INST,medium,United States,Software - Application,USD,USD
BUR,medium,Guernsey,Asset Management,USD,USD
NDX1.F,medium,Germany,Specialty Industrial Machinery,EUR,EUR
HALKB.IS,medium,Turkey,Banks - Regional,TRY,TRY
BEAM,medium,United States,Biotechnology,USD,USD
VIRP.PA,medium,France,Drug Manufacturers - General,EUR,EUR
TKA.F,medium,Germany,Metal Fabrication,EUR,EUR
8454.TW,medium,Taiwan,Internet Retail,TWD,TWD
ENDURANCE.NS,medium,India,Auto Parts,INR,INR
LUG.TO,medium,Canada,Gold,USD,CAD
7030.SR,medium,Saudi Arabia,Telecom Services,SAR,SAR
TRI.PA,medium,France,Recreational Vehicles,EUR,EUR
7084.KL,medium,Malaysia,Farm Products,MYR,MYR
HIMS,medium,United States,Household & Personal Products,USD,USD
002558.SZ,medium,China,Electronic Gaming & Multimedia,CNY,CNY
TATE.L,medium,United Kingdom,Packaged Foods,GBP,GBP
NS,medium,United States,Oil & Gas Midstream,USD,USD
PAYTM.NS,medium,India,Software - Infrastructure,INR,INR
IPS.PA,medium,France,Consulting Services,EUR,EUR
BEI-UN.TO,medium,Canada,REIT - Residential,CAD,CAD
CTRE,medium,United States,REIT - Healthcare Facilities,USD,USD
OMU.JO,medium,South Africa,Insurance - Life,ZAR,ZAc
INDV,medium,United States,Drug Manufacturers - Specialty & Generic,USD,USD
FHI,medium,United States,Asset Management,USD,USD
SYDB.CO,medium,Denmark,Banks - Regional,DKK,DKK
VGP.BR,medium,Belgium,Real Estate Services,EUR,EUR
BB.PA,medium,France,Household & Personal Products,EUR,EUR
HATSUN.NS,medium,India,Packaged Foods,INR,INR
V03.SI,medium,Singapore,Electronic Components,SGD,SGD
CSE-PA.TO,medium,Canada,Utilities - Renewable,CAD,CAD
4967.T,medium,Japan,Household & Personal Products,JPY,JPY
JOE,medium,United States,Real Estate - Diversified,USD,USD
GSHD,medium,United States,Insurance - Diversified,USD,USD
TRMD,medium,United Kingdom,Oil & Gas Midstream,USD,USD
VC2.SI,medium,Singapore,Food Distribution,SGD,SGD
CRI,medium,United States,Apparel Retail,USD,USD
AMED,medium,United States,Medical Care Facilities,USD,USD
TCN,medium,Canada,Real Estate Services,USD,USD
WHD,medium,United States,Oil & Gas Equipment & Services,USD,USD
RIOT,medium,United States,Capital Markets,USD,USD
NWE,medium,United States,Utilities - Diversified,USD,USD
YOU,medium,United States,Software - Application,USD,USD
MULT3.SA,medium,Brazil,Real Estate Services,BRL,BRL
ARCLK.IS,medium,Turkey,"Furnishings, Fixtures & Appliances",TRY,TRY
GEF,medium,United States,Packaging & Containers,USD,USD
HAYW,medium,United States,Electrical Equipment & Parts,USD,USD
TKWY.AS,medium,Netherlands,Internet Retail,EUR,EUR
WIZZ.L,medium,Jersey,Airlines,EUR,GBP
SOW.F,medium,Germany,Software - Infrastructure,EUR,EUR
LTMC.MI,medium,Italy,Gambling,EUR,EUR
LU,medium,China,Credit Services,CNY,USD
FRVIA.PA,medium,France,Auto Parts,EUR,EUR
5296.KL,medium,Malaysia,Home Improvement Retail,MYR,MYR
TLI.BK,medium,Thailand,Insurance - Life,THB,THB
KSS,medium,United States,Department Stores,USD,USD
MGRC,medium,United States,Rental & Leasing Services,USD,USD
AVAL,medium,Colombia,Banks - Regional,COP,USD
BRES.QA,medium,Qatar,Real Estate - Diversified,QAR,QAR
GDRX,medium,United States,Health Information Services,USD,USD
DBRG,medium,United States,Real Estate Services,USD,USD
QS,medium,United States,Auto Parts,USD,USD
AIN,medium,United States,Textile Manufacturing,USD,USD
CATY,medium,United States,Banks - Regional,USD,USD
BGEO.L,medium,United Kingdom,Banks - Regional,GEL,GBP
6004.SR,medium,Saudi Arabia,Airports & Air Services,SAR,SAR
LCII,medium,United States,Recreational Vehicles,USD,USD
BION.SW,medium,Switzerland,Biotechnology,CHF,CHF
4922.T,medium,Japan,Household & Personal Products,JPY,JPY
RLX,medium,China,Tobacco,CNY,USD
5398.KL,medium,Malaysia,Engineering & Construction,MYR,MYR
002624.SZ,medium,China,Entertainment,CNY,CNY
PBH.TO,medium,Canada,Packaged Foods,CAD,CAD
DNLM.L,medium,United Kingdom,Specialty Retail,GBP,GBP
BAYERCROP.NS,medium,India,Agricultural Inputs,INR,INR
MQ,medium,United States,Software - Infrastructure,USD,USD
IDS.L,medium,United Kingdom,Integrated Freight & Logistics,GBP,GBP
USM,medium,United States,Telecom Services,USD,USD
NVG.LS,medium,Portugal,Paper & Paper Products,EUR,EUR
ACVA,medium,United States,Auto & Truck Dealerships,USD,USD
SUNTV.NS,medium,India,Broadcasting,INR,INR
SITC,medium,United States,REIT - Retail,USD,USD
HGTY,medium,United States,Insurance - Property & Casualty,USD,USD
BANF,medium,United States,Banks - Regional,USD,USD
POU.TO,medium,Canada,Oil & Gas E&P,CAD,CAD
OR,medium,Canada,Gold,CAD,USD
APARINDS.NS,medium,India,Electrical Equipment & Parts,INR,INR
QDEL,medium,United States,Medical Devices,USD,USD
MGLU3.SA,medium,Brazil,Specialty Retail,BRL,BRL
MGEE,medium,United States,Utilities - Regulated Electric,USD,USD
SRU-UN.TO,medium,Canada,REIT - Retail,CAD,CAD
CSTM,medium,France,Aluminum,EUR,USD
BHF,medium,United States,Insurance - Life,USD,USD
CNO,medium,United States,Insurance - Life,USD,USD
6789.TW,medium,Taiwan,Semiconductors,TWD,TWD
INKP.JK,medium,Indonesia,Paper & Paper Products,USD,IDR
BMA,medium,Argentina,Banks - Regional,ARS,USD
SRAD,medium,Switzerland,Software - Application,EUR,USD
AARTIIND.NS,medium,India,Specialty Chemicals,INR,INR
HTGC,medium,United States,Asset Management,USD,USD
TCBI,medium,United States,Banks - Regional,USD,USD
HELE,medium,United States,Household & Personal Products,USD,USD
FR.PA,medium,France,Auto Parts,EUR,EUR
AX,medium,United States,Banks - Regional,USD,USD
DLN.L,medium,United Kingdom,REIT - Office,GBP,GBP
OLK,medium,Sweden,Diagnostics & Research,USD,USD
COL.MC,medium,Spain,REIT - Office,EUR,EUR
HASI,medium,United States,REIT - Specialty,USD,USD
PIPR,medium,United States,Capital Markets,USD,USD
SYAB.DE,medium,Germany,Diagnostics & Research,EUR,EUR
NMRA,medium,United States,Biotechnology,USD,USD
NDA.F,medium,Germany,Metal Fabrication,EUR,EUR
T2G.F,medium,Germany,Capital Markets,EUR,EUR
8230.SR,medium,Saudi Arabia,Insurance - Property & Casualty,SAR,SAR
BUOU.SI,medium,Singapore,REIT - Industrial,SGD,SGD
LIVN,medium,United Kingdom,Medical Devices,USD,USD
ICFI,medium,United States,Consulting Services,USD,USD
LLC.AX,medium,Australia,Real Estate - Diversified,AUD,AUD
MEOH,medium,Canada,Chemicals,USD,USD
DNLI,medium,United States,Biotechnology,USD,USD
SWON.SW,medium,Switzerland,Software - Application,CHF,CHF
S58.SI,medium,Singapore,Airports & Air Services,SGD,SGD
VAKBN.IS,medium,Turkey,Banks - Regional,TRY,TRY
KLIC,medium,United States,Semiconductor Equipment & Materials,USD,USD
NTLA,medium,United States,Biotechnology,USD,USD
DOOR,medium,United States,Building Products & Equipment,USD,USD
6324.T,medium,Japan,Specialty Industrial Machinery,JPY,JPY
ENV,medium,United States,Software - Application,USD,USD
SXT,medium,United States,Specialty Chemicals,USD,USD
9048.T,medium,Japan,Conglomerates,JPY,JPY
AROC,medium,United States,Oil & Gas Equipment & Services,USD,USD
VIS.MC,medium,Spain,Packaging & Containers,EUR,EUR
CEIX,medium,United States,Thermal Coal,USD,USD
2331.T,medium,Japan,Security & Protection Services,JPY,JPY
LTH,medium,United States,Leisure,USD,USD
ALLN.SW,medium,Switzerland,Real Estate Services,CHF,CHF
5235SS.KL,medium,Malaysia,REIT - Diversified,MYR,MYR
NK.PA,medium,France,Building Materials,EUR,EUR
DORM,medium,United States,Auto Parts,USD,USD
ALMB.CO,medium,Denmark,Insurance - Diversified,DKK,DKK
EKTA-B.ST,medium,Sweden,Medical Instruments & Supplies,SEK,SEK
KEMIRA.HE,medium,Finland,Chemicals,EUR,EUR
036570.KS,medium,South Korea,Electronic Gaming & Multimedia,KRW,KRW
SZU.F,medium,Germany,Packaged Foods,EUR,EUR
UNI.MC,medium,Spain,Banks - Regional,EUR,EUR
TGNA,medium,United States,Broadcasting,USD,USD
RUI.PA,medium,France,Oil & Gas Refining & Marketing,EUR,EUR
021240.KS,medium,South Korea,"Furnishings, Fixtures & Appliances",KRW,KRW
TEO,medium,Argentina,Telecom Services,ARS,USD
MANYAVAR.NS,medium,India,Apparel Manufacturing,INR,INR
A2M.AX,medium,New Zealand,Packaged Foods,NZD,AUD
KOJAMO.HE,medium,Finland,Real Estate Services,EUR,EUR
IART,medium,United States,Medical Devices,USD,USD
MLTX,medium,Switzerland,Biotechnology,USD,USD
TOWR.JK,medium,Indonesia,Telecom Services,IDR,IDR
AF.PA,medium,France,Airlines,EUR,EUR
KINV-A.ST,medium,Sweden,Asset Management,SEK,SEK
CALM,medium,United States,Farm Products,USD,USD
TMDX,medium,United States,Medical Devices,USD,USD
QTWO,medium,United States,Software - Application,USD,USD
ATZ.TO,medium,Canada,Apparel Retail,CAD,CAD
UBI.PA,medium,France,Electronic Gaming & Multimedia,EUR,EUR
JJSF,medium,United States,Packaged Foods,USD,USD
JWN,medium,United States,Department Stores,USD,USD
CDP,medium,United States,REIT - Office,USD,USD
RDW.L,medium,United Kingdom,Residential Construction,GBP,GBP
GNW,medium,United States,Insurance - Life,USD,USD
KTOS,medium,United States,Aerospace & Defense,USD,USD
BNL,medium,United States,REIT - Diversified,USD,USD
PENN,medium,United States,Resorts & Casinos,USD,USD
LEG,medium,United States,"Furnishings, Fixtures & Appliances",USD,USD
6976.T,medium,Japan,Electronic Components,JPY,JPY
FIBK,medium,United States,Banks - Regional,USD,USD
GTII.CN,medium,United States,Drug Manufacturers - Specialty & Generic,USD,CAD
MTRN,medium,United States,Other Industrial Metals & Mining,USD,USD
5105.T,medium,Japan,Auto Parts,JPY,JPY
MPW,medium,United States,REIT - Healthcare Facilities,USD,USD
BRC,medium,United States,Security & Protection Services,USD,USD
KANSAINER.NS,medium,India,Specialty Chemicals,INR,INR
0017.HK,medium,Hong Kong,Real Estate - Diversified,HKD,HKD
TIETO.HE,medium,Finland,Information Technology Services,EUR,EUR
BOOT,medium,United States,Apparel Retail,USD,USD
TGTX,medium,United States,Biotechnology,USD,USD
NBCC.NS,medium,India,Engineering & Construction,INR,INR
MP,medium,United States,Other Industrial Metals & Mining,USD,USD
USAC,medium,United States,Oil & Gas Equipment & Services,USD,USD
1908.HK,medium,Hong Kong,Real Estate - Development,CNY,HKD
4321.SR,medium,Saudi Arabia,Real Estate Services,SAR,SAR
LFST,medium,United States,Medical Care Facilities,USD,USD
BJC.BK,medium,Thailand,Conglomerates,THB,THB
MRUS,medium,Netherlands,Biotechnology,USD,USD
CWK.L,medium,United Kingdom,Packaged Foods,GBP,GBP
MALLPLAZA.SN,medium,Chile,Real Estate Services,CLP,CLP
SKYW,medium,United States,Airlines,USD,USD
D01.SI,medium,Hong Kong,Grocery Stores,USD,USD
FHB,medium,United States,Banks - Regional,USD,USD
PCO.WA,medium,United Kingdom,Discount Stores,EUR,PLN
LAURUSLABS.NS,medium,India,Drug Manufacturers - Specialty & Generic,INR,INR
QQ.L,medium,United Kingdom,Aerospace & Defense,GBP,GBP
FCG.NZ,medium,New Zealand,Packaged Foods,NZD,NZD
UN9.F,medium,Austria,Insurance - Diversified,EUR,EUR
CGON,medium,United States,Biotechnology,USD,USD
BVIC.L,medium,United Kingdom,Beverages - Non-Alcoholic,GBP,GBP
TMV.DE,medium,Germany,Software - Application,EUR,EUR
4007.SR,medium,Saudi Arabia,Medical Care Facilities,SAR,SAR
5246.KL,medium,Malaysia,Marine Shipping,MYR,MYR
IIPR,medium,United States,REIT - Industrial,USD,USD
271560.KS,medium,South Korea,Confectioners,KRW,KRW
ESRT,medium,United States,REIT - Diversified,USD,USD
CDR.WA,medium,Poland,Electronic Gaming & Multimedia,PLN,PLN
MTC.BK,medium,Thailand,Credit Services,THB,THB
GRINDWELL.NS,medium,India,Building Products & Equipment,INR,INR
OYAKC.IS,medium,Turkey,Building Materials,TRY,TRY
DEI,medium,United States,REIT - Office,USD,USD
TBIG.JK,medium,Indonesia,Telecom Services,IDR,IDR
DIR-UN.TO,medium,Canada,REIT - Industrial,CAD,CAD
5344.T,medium,Japan,Electronic Components,JPY,JPY
GEI.TO,medium,Canada,Oil & Gas Midstream,CAD,CAD
WAF.F,medium,Germany,Semiconductors,EUR,EUR
JBMA.NS,medium,India,Auto Parts,INR,INR
NEP,medium,United States,Utilities - Renewable,USD,USD
CCS,medium,United States,Residential Construction,USD,USD
ANTIN.PA,medium,France,Asset Management,EUR,EUR
011780.KS,medium,South Korea,Specialty Chemicals,KRW,KRW
LGIH,medium,United States,Residential Construction,USD,USD
DMP.AX,medium,Australia,Restaurants,AUD,AUD
GOGL,medium,Bermuda,Marine Shipping,USD,USD
AED.BR,medium,Belgium,REIT - Healthcare Facilities,EUR,EUR
MYRG,medium,United States,Engineering & Construction,USD,USD
IRE.MI,medium,Italy,Utilities - Diversified,EUR,EUR
IDCC,medium,United States,Software - Application,USD,USD
ELPE.AT,medium,Greece,Oil & Gas Integrated,EUR,EUR
LSG.OL,medium,Norway,Packaged Foods,NOK,NOK
NYCB,medium,United States,Banks - Regional,USD,USD
ELF.TO,medium,Canada,Insurance - Life,CAD,CAD
AMK,medium,United States,Asset Management,USD,USD
2579.T,medium,Japan,Beverages - Non-Alcoholic,JPY,JPY
GPOR,medium,United States,Oil & Gas E&P,USD,USD
MTS.AX,medium,Australia,Food Distribution,AUD,AUD
PLUG,medium,United States,Electrical Equipment & Parts,USD,USD
SDF.F,medium,Germany,Agricultural Inputs,EUR,EUR
BEKB.BR,medium,Belgium,Metal Fabrication,EUR,EUR
GBDC,medium,United States,Asset Management,USD,USD
TFPM,medium,Canada,Other Precious Metals & Mining,USD,USD
RUN,medium,United States,Solar,USD,USD
HUBG,medium,United States,Integrated Freight & Logistics,USD,USD
MOR,medium,Germany,Biotechnology,EUR,USD
PROX.VI,medium,Belgium,Telecom Services,EUR,EUR
WNS,medium,India,Information Technology Services,USD,USD
ELGIEQUIP.NS,medium,India,Specialty Industrial Machinery,INR,INR
PRVA,medium,United States,Health Information Services,USD,USD
KLNMA.IS,medium,Turkey,Banks - Regional,TRY,TRY
CWT,medium,United States,Utilities - Regulated Water,USD,USD
ROAD,medium,United States,Engineering & Construction,USD,USD
ABM,medium,United States,Specialty Business Services,USD,USD
AEFES.IS,medium,Turkey,Beverages - Brewers,TRY,TRY
APPN,medium,United States,Software - Infrastructure,USD,USD
MGROS.IS,medium,Turkey,Grocery Stores,TRY,TRY
HBR.L,medium,United Kingdom,Oil & Gas E&P,USD,GBP
AWR,medium,United States,Utilities - Regulated Water,USD,USD
ABQK.QA,medium,Qatar,Banks - Regional,QAR,QAR
HIW,medium,United States,REIT - Office,USD,USD
UEC,medium,United States,Uranium,USD,USD
MCY,medium,United States,Insurance - Property & Casualty,USD,USD
WSFS,medium,United States,Banks - Regional,USD,USD
PAM,medium,Argentina,Utilities - Independent Power Producers,ARS,USD
2330.SR,medium,Saudi Arabia,Chemicals,SAR,SAR
OUT,medium,United States,REIT - Specialty,USD,USD
4163.SR,medium,Saudi Arabia,Pharmaceutical Retailers,SAR,SAR
LEC.F,medium,Germany,Utilities - Diversified,EUR,EUR
AVA,medium,United States,Utilities - Diversified,USD,USD
FLNC,medium,United States,Utilities - Renewable,USD,USD
KOS,medium,United States,Oil & Gas E&P,USD,USD
BTE,medium,Canada,Oil & Gas E&P,CAD,USD
CYIENT.NS,medium,India,Conglomerates,INR,INR
FLS.CO,medium,Denmark,Specialty Industrial Machinery,DKK,DKK
CNMD,medium,United States,Medical Devices,USD,USD
LXP,medium,United States,REIT - Industrial,USD,USD
CGAS5.SA,medium,Brazil,Utilities - Regulated Gas,BRL,BRL
INTA,medium,United States,Software - Application,USD,USD
MAREL.AS,medium,Iceland,Specialty Industrial Machinery,EUR,EUR
LRN,medium,United States,Education & Training Services,USD,USD
SRP.L,medium,United Kingdom,Specialty Business Services,GBP,GBP
SOLB.VI,medium,Belgium,Chemicals,EUR,EUR
4912.T,medium,Japan,Household & Personal Products,JPY,JPY
ACX.MC,medium,Spain,Steel,EUR,EUR
BYG.L,medium,United Kingdom,REIT - Industrial,GBP,GBP
035250.KS,medium,South Korea,Resorts & Casinos,KRW,KRW
MCG.JO,medium,South Africa,Entertainment,ZAR,ZAc
NMRK,medium,United States,Real Estate Services,USD,USD
AUB,medium,United States,Banks - Regional,USD,USD
GO,medium,United States,Grocery Stores,USD,USD
CENT,medium,United States,Packaged Foods,USD,USD
OI,medium,United States,Packaging & Containers,USD,USD
6460.T,medium,Japan,Electronic Gaming & Multimedia,JPY,JPY
4031.SR,medium,Saudi Arabia,Airports & Air Services,SAR,SAR
PRMW,medium,United States,Beverages - Non-Alcoholic,USD,USD
PGSUS.IS,medium,Turkey,Airlines,TRY,TRY
ESE,medium,United States,Scientific & Technical Instruments,USD,USD
INTR,medium,Brazil,Banks - Regional,BRL,USD
PLXS,medium,United States,Electronic Components,USD,USD
USIM5.SA,medium,Brazil,Steel,BRL,BRL
SKFINDIA.NS,medium,India,Tools & Accessories,INR,INR
ARTO.JK,medium,Indonesia,Banks - Regional,IDR,IDR
YELP,medium,United States,Internet Content & Information,USD,USD
MVV1.F,medium,Germany,Utilities - Diversified,EUR,EUR
WWG.F,medium,Germany,Utilities - Diversified,EUR,EUR
INCO.JK,medium,Indonesia,Other Industrial Metals & Mining,USD,IDR
