ticker,cap,country,industry,financial_currency,currency
FIS,extra_large,United States,Information Technology Services,USD,USD
600030.SS,extra_large,China,Capital Markets,CNY,CNY
EXPGF,extra_large,Ireland,Consulting Services,USD,USD
PRU,extra_large,United States,Insurance - Life,USD,USD
KMI,extra_large,United States,Oil & Gas Midstream,USD,USD
YUM,extra_large,United States,Restaurants,USD,USD
SYY,extra_large,United States,Food Distribution,USD,USD
HSY,extra_large,United States,Confectioners,USD,USD
3382.T,extra_large,Japan,Grocery Stores,JPY,JPY
LYG,extra_large,United Kingdom,Banks - Regional,GBP,USD
LONN.SW,extra_large,Switzerland,Diagnostics & Research,CHF,CHF
NEM,extra_large,United States,Gold,USD,USD
DTG.F,extra_large,Germany,Farm & Heavy Construction Machinery,EUR,EUR
6273.T,extra_large,Japan,Specialty Industrial Machinery,JPY,JPY
KR,extra_large,United States,Grocery Stores,USD,USD
HLN,extra_large,United Kingdom,Drug Manufacturers - Specialty & Generic,GBP,USD
GMG.AX,extra_large,Australia,Real Estate - Diversified,AUD,AUD
OTIS,extra_large,United States,Specialty Industrial Machinery,USD,USD
DB1.DE,extra_large,Germany,Financial Data & Stock Exchanges,EUR,EUR
CMI,extra_large,United States,Specialty Industrial Machinery,USD,USD
CTSH,extra_large,United States,Information Technology Services,USD,USD
LVS,extra_large,United States,Resorts & Casinos,USD,USD
601998.SS,extra_large,China,Banks - Regional,CNY,CNY
CTVA,extra_large,United States,Agricultural Inputs,USD,USD
WKL.AS,extra_large,Netherlands,Specialty Business Services,EUR,EUR
KVUE,extra_large,United States,Household & Personal Products,USD,USD
MLM,extra_large,United States,Building Materials,USD,USD
SGO.PA,extra_large,France,Building Products & Equipment,EUR,EUR
0388.HK,extra_large,Hong Kong,Financial Data & Stock Exchanges,HKD,HKD
EXO.AS,extra_large,Netherlands,Farm & Heavy Construction Machinery,EUR,EUR
JD,extra_large,China,Internet Retail,CNY,USD
QNBK.QA,extra_large,Qatar,Banks - Diversified,QAR,QAR
000270.KS,extra_large,South Korea,Auto Manufacturers,KRW,KRW
PGHN.SW,extra_large,Switzerland,Asset Management,CHF,CHF
MRNA,extra_large,United States,Biotechnology,USD,USD
6146.T,extra_large,Japan,Semiconductor Equipment & Materials,JPY,JPY
LI,extra_large,China,Auto Manufacturers,CNY,USD
EQT.ST,extra_large,Sweden,Asset Management,EUR,SEK
G.MI,extra_large,Italy,Insurance - Diversified,EUR,EUR
GMBXF,extra_large,Mexico,Other Industrial Metals & Mining,USD,USD
WDS,extra_large,Australia,Oil & Gas E&P,USD,USD
600276.SS,extra_large,China,Drug Manufacturers - General,CNY,CNY
EXC,extra_large,United States,Utilities - Regulated Electric,USD,USD
ADANIGREEN.NS,extra_large,India,Utilities - Renewable,INR,INR
VEEV,extra_large,United States,Health Information Services,USD,USD
MPWR,extra_large,United States,Semiconductors,USD,USD
IT,extra_large,United States,Information Technology Services,USD,USD
IR,extra_large,United States,Specialty Industrial Machinery,USD,USD
ADS.DE,extra_large,Germany,Footwear & Accessories,EUR,EUR
6981.T,extra_large,Japan,Electronic Components,JPY,JPY
GIS,extra_large,United States,Packaged Foods,USD,USD
LNG,extra_large,United States,Oil & Gas Midstream,USD,USD
EA,extra_large,United States,Electronic Gaming & Multimedia,USD,USD
QSR,extra_large,Canada,Restaurants,USD,USD
SREN.SW,extra_large,Switzerland,Insurance - Reinsurance,USD,CHF
VMC,extra_large,United States,Building Materials,USD,USD
U11.SI,extra_large,Singapore,Banks - Regional,SGD,SGD
CSGP,extra_large,United States,Real Estate Services,USD,USD
PWR,extra_large,United States,Engineering & Construction,USD,USD
ON,extra_large,United States,Semiconductors,USD,USD
CABK.MC,extra_large,Spain,Banks - Regional,EUR,EUR
6503.T,extra_large,Japan,Electrical Equipment & Parts,JPY,JPY
6857.T,extra_large,Japan,Semiconductor Equipment & Materials,JPY,JPY
BPAC3.SA,extra_large,Brazil,Capital Markets,BRL,BRL
IMO,extra_large,Canada,Oil & Gas Integrated,CAD,USD
ADANIPORTS.NS,extra_large,India,Marine Shipping,INR,INR
DG,extra_large,United States,Discount Stores,USD,USD
EOAN.DE,extra_large,Germany,Utilities - Diversified,EUR,EUR
000568.SZ,extra_large,China,Beverages - Wineries & Distilleries,CNY,CNY
COALINDIA.NS,extra_large,India,Thermal Coal,INR,INR
BCS,extra_large,United Kingdom,Banks - Diversified,GBP,USD
BIDU,extra_large,China,Internet Content & Information,CNY,USD
BBAS3.SA,extra_large,Brazil,Banks - Regional,BRL,BRL
VRSK,extra_large,United States,Consulting Services,USD,USD
HO.PA,extra_large,France,Aerospace & Defense,EUR,EUR
NET,extra_large,United States,Software - Infrastructure,USD,USD
CPNG,extra_large,United States,Internet Retail,USD,USD
CVE,extra_large,Canada,Oil & Gas Integrated,CAD,USD
NDAQ,extra_large,United States,Financial Data & Stock Exchanges,USD,USD
ULTRACEMCO.NS,extra_large,India,Building Materials,INR,INR
L.TO,extra_large,Canada,Grocery Stores,CAD,CAD
600309.SS,extra_large,China,Specialty Chemicals,CNY,CNY
KNIN.SW,extra_large,Switzerland,Integrated Freight & Logistics,CHF,CHF
GPN,extra_large,United States,Specialty Business Services,USD,USD
ROK,extra_large,United States,Specialty Industrial Machinery,USD,USD
BCE,extra_large,Canada,Telecom Services,CAD,USD
SE,extra_large,Singapore,Internet Retail,USD,USD
ASIANPAINT.NS,extra_large,India,Specialty Chemicals,INR,INR
CDW,extra_large,United States,Information Technology Services,USD,USD
PPG,extra_large,United States,Specialty Chemicals,USD,USD
EFX,extra_large,United States,Consulting Services,USD,USD
6201.T,extra_large,Japan,Farm & Heavy Construction Machinery,JPY,JPY
POWERGRID.NS,extra_large,India,Utilities - Regulated Electric,INR,INR
DSV.VI,extra_large,Denmark,Integrated Freight & Logistics,DKK,EUR
BEI.DE,extra_large,Germany,Household & Personal Products,EUR,EUR
FICO,extra_large,United States,Software - Application,USD,USD
ACGL,extra_large,Bermuda,Insurance - Diversified,USD,USD
WIT,extra_large,India,Information Technology Services,INR,USD
6178.T,extra_large,Japan,Banks - Regional,JPY,JPY
FANG,extra_large,United States,Oil & Gas E&P,USD,USD
LYB,extra_large,United States,Specialty Chemicals,USD,USD
RCL,extra_large,United States,Travel Services,USD,USD
DLTR,extra_large,United States,Discount Stores,USD,USD
PEG,extra_large,United States,Utilities - Regulated Electric,USD,USD
HAL,extra_large,United States,Oil & Gas Equipment & Services,USD,USD
RYAAY,extra_large,Ireland,Airlines,EUR,USD
SLF,extra_large,Canada,Insurance - Diversified,CAD,USD
CCEP,extra_large,United Kingdom,Beverages - Non-Alcoholic,EUR,USD
000651.SZ,extra_large,China,"Furnishings, Fixtures & Appliances",CNY,CNY
ASM.AS,extra_large,Netherlands,Semiconductor Equipment & Materials,EUR,EUR
HNR1.DE,extra_large,Germany,Insurance - Reinsurance,EUR,EUR
EXR,extra_large,United States,REIT - Industrial,USD,USD
BIIB,extra_large,United States,Drug Manufacturers - General,USD,USD
ASAZF,extra_large,Sweden,Security & Protection Services,SEK,USD
AAL.L,extra_large,United Kingdom,Other Industrial Metals & Mining,USD,GBP
6723.T,extra_large,Japan,Semiconductors,JPY,JPY
COLO-B.CO,extra_large,Denmark,Medical Instruments & Supplies,DKK,DKK
6702.T,extra_large,Japan,Information Technology Services,JPY,JPY
III.L,extra_large,United Kingdom,Asset Management,GBP,GBP
WEGE3.SA,extra_large,Brazil,Specialty Industrial Machinery,BRL,BRL
BKR,extra_large,United States,Oil & Gas Equipment & Services,USD,USD
ED,extra_large,United States,Utilities - Regulated Electric,USD,USD
SEB-A.ST,extra_large,Sweden,Banks - Regional,SEK,SEK
HUBS,extra_large,United States,Software - Application,USD,USD
TPIA.JK,extra_large,Indonesia,Specialty Chemicals,USD,IDR
DMART.NS,extra_large,India,Discount Stores,INR,INR
600690.SS,extra_large,China,"Furnishings, Fixtures & Appliances",CNY,CNY
ORAN,extra_large,France,Telecom Services,EUR,USD
XYL,extra_large,United States,Specialty Industrial Machinery,USD,USD
HEN3.DE,extra_large,Germany,Household & Personal Products,EUR,EUR
HXGBF,extra_large,Sweden,Scientific & Technical Instruments,EUR,USD
GFNORTEO.MX,extra_large,Mexico,Banks - Regional,MXN,MXN
601668.SS,extra_large,China,Engineering & Construction,CNY,CNY
DNB.OL,extra_large,Norway,Banks - Regional,NOK,NOK
BAJAJFINSV.NS,extra_large,India,Financial Conglomerates,INR,INR
DFS,extra_large,United States,Credit Services,USD,USD
603288.SS,extra_large,China,Packaged Foods,CNY,CNY
4013.SR,extra_large,Saudi Arabia,Medical Care Facilities,SAR,SAR
BAJAJ-AUTO.NS,extra_large,India,Auto Manufacturers,INR,INR
VICI,extra_large,United States,REIT - Diversified,USD,USD
GWO.TO,extra_large,Canada,Insurance - Life,CAD,CAD
GFS,extra_large,United States,Semiconductors,USD,USD
ZS,extra_large,United States,Software - Infrastructure,USD,USD
SCMN.SW,extra_large,Switzerland,Telecom Services,CHF,CHF
CHT,extra_large,Taiwan,Telecom Services,TWD,USD
002714.SZ,extra_large,China,Farm Products,CNY,CNY
300059.SZ,extra_large,China,Financial Data & Stock Exchanges,CNY,CNY
7751.T,extra_large,Japan,Computer Hardware,JPY,JPY
DD,extra_large,United States,Specialty Chemicals,USD,USD
NESTLEIND.NS,extra_large,India,Packaged Foods,INR,INR
LISP.SW,extra_large,Switzerland,Confectioners,CHF,CHF
FTV,extra_large,United States,Scientific & Technical Instruments,USD,USD
IFC.TO,extra_large,Canada,Insurance - Property & Casualty,CAD,CAD
BBD,extra_large,Brazil,Banks - Regional,BRL,USD
KBCSF,extra_large,Belgium,Banks - Regional,EUR,USD
HPQ,extra_large,United States,Computer Hardware,USD,USD
8053.T,extra_large,Japan,Conglomerates,JPY,JPY
DSFIR.AS,extra_large,Switzerland,Household & Personal Products,EUR,EUR
ANSS,extra_large,United States,Software - Application,USD,USD
2382.TW,extra_large,Taiwan,Computer Hardware,TWD,TWD
Z74.SI,extra_large,Singapore,Telecom Services,SGD,SGD
ADM,extra_large,United States,Farm Products,USD,USD
MDB,extra_large,United States,Software - Infrastructure,USD,USD
DVN,extra_large,United States,Oil & Gas E&P,USD,USD
0016.HK,extra_large,Hong Kong,Real Estate - Development,HKD,HKD
0267.HK,extra_large,Hong Kong,Conglomerates,CNY,HKD
600000.SS,extra_large,China,Banks - Regional,CNY,CNY
IOC.NS,extra_large,India,Oil & Gas Refining & Marketing,INR,INR
HIG,extra_large,United States,Insurance - Property & Casualty,USD,USD
5108.T,extra_large,Japan,Auto Parts,JPY,JPY
6954.T,extra_large,Japan,Specialty Industrial Machinery,JPY,JPY
AD.AS,extra_large,Netherlands,Grocery Stores,EUR,EUR
TLS.AX,extra_large,Australia,Telecom Services,AUD,AUD
4543.T,extra_large,Japan,Medical Instruments & Supplies,JPY,JPY
NPSNY,extra_large,South Africa,Internet Content & Information,USD,USD
VWS.CO,extra_large,Denmark,Specialty Industrial Machinery,EUR,DKK
601601.SS,extra_large,China,Insurance - Life,CNY,CNY
MTD,extra_large,United States,Diagnostics & Research,USD,USD
SAND.ST,extra_large,Sweden,Specialty Industrial Machinery,SEK,SEK
8002.T,extra_large,Japan,Conglomerates,JPY,JPY
AENA.MC,extra_large,Spain,Airports & Air Services,EUR,EUR
601319.SS,extra_large,China,Insurance - Property & Casualty,CNY,CNY
AHT.L,extra_large,United Kingdom,Rental & Leasing Services,USD,GBP
NWG,extra_large,United Kingdom,Banks - Regional,GBP,USD
M&M.NS,extra_large,India,Auto Manufacturers,INR,INR
2388.HK,extra_large,Hong Kong,Banks - Regional,HKD,HKD
6301.T,extra_large,Japan,Farm & Heavy Construction Machinery,JPY,JPY
CBRE,extra_large,United States,Real Estate Services,USD,USD
7011.T,extra_large,Japan,Specialty Industrial Machinery,JPY,JPY
HWM,extra_large,United States,Aerospace & Defense,USD,USD
J36.SI,extra_large,Bermuda,Conglomerates,USD,USD
FER.MC,extra_large,Netherlands,Infrastructure Operations,EUR,EUR
WTW,extra_large,United Kingdom,Insurance Brokers,USD,USD
RMD,extra_large,United States,Medical Instruments & Supplies,USD,USD
BAYN.DE,extra_large,Germany,Drug Manufacturers - General,EUR,EUR
2881.TW,extra_large,Taiwan,Insurance - Life,TWD,TWD
8725.T,extra_large,Japan,Insurance - Property & Casualty,JPY,JPY
GOLD,extra_large,Canada,Gold,USD,USD
SCHN.SW,extra_large,Switzerland,Specialty Industrial Machinery,CHF,CHF
PUK,extra_large,Hong Kong,Insurance - Life,USD,USD
ICLR,extra_large,Ireland,Diagnostics & Research,USD,USD
000001.SZ,extra_large,China,Banks - Regional,CNY,CNY
DB,extra_large,Germany,Banks - Regional,EUR,USD
QNBFB.IS,extra_large,Turkey,Banks - Regional,TRY,TRY
TCL.AX,extra_large,Australia,Infrastructure Operations,AUD,AUD
MLYBY,extra_large,Malaysia,Banks - Regional,MYR,USD
TCOM,extra_large,China,Travel Services,CNY,USD
GLW,extra_large,United States,Electronic Components,USD,USD
DAL,extra_large,United States,Airlines,USD,USD
PTT-R.BK,extra_large,Thailand,Oil & Gas Integrated,THB,THB
XEL,extra_large,United States,Utilities - Regulated Electric,USD,USD
068270.KS,extra_large,South Korea,Biotechnology,KRW,KRW
KEYS,extra_large,United States,Scientific & Technical Instruments,USD,USD
DLF.NS,extra_large,India,Real Estate - Development,INR,INR
VRT,extra_large,United States,Electrical Equipment & Parts,USD,USD
LR.PA,extra_large,France,Electrical Equipment & Parts,EUR,EUR
AMS.MC,extra_large,Spain,Information Technology Services,EUR,EUR
GIB,extra_large,Canada,Information Technology Services,CAD,USD
002475.SZ,extra_large,China,Electronic Components,CNY,CNY
NA.TO,extra_large,Canada,Banks - Diversified,CAD,CAD
NZYM.VI,extra_large,Denmark,Specialty Chemicals,DKK,EUR
STMN.SW,extra_large,Switzerland,Medical Instruments & Supplies,CHF,CHF
TSCO,extra_large,United States,Specialty Retail,USD,USD
AEM,extra_large,Canada,Gold,USD,USD
CAH,extra_large,United States,Medical Distribution,USD,USD
4901.T,extra_large,Japan,Conglomerates,JPY,JPY
GRMN,extra_large,Switzerland,Scientific & Technical Instruments,USD,USD
EVO.ST,extra_large,Sweden,Gambling,EUR,SEK
ULTA,extra_large,United States,Specialty Retail,USD,USD
HAL.NS,extra_large,India,Aerospace & Defense,INR,INR
BF-A,extra_large,United States,Beverages - Wineries & Distilleries,USD,USD
CLNX.MC,extra_large,Spain,Real Estate Services,EUR,EUR
FFH.TO,extra_large,Canada,Insurance - Property & Casualty,USD,CAD
8801.T,extra_large,Japan,Real Estate - Diversified,JPY,JPY
NTR,extra_large,Canada,Agricultural Inputs,USD,USD
EIX,extra_large,United States,Utilities - Regulated Electric,USD,USD
PUB.PA,extra_large,France,Advertising Agencies,EUR,EUR
HLAG.DE,extra_large,Germany,Marine Shipping,EUR,EUR
ADANIPOWER.NS,extra_large,India,Utilities - Independent Power Producers,INR,INR
TROW,extra_large,United States,Asset Management,USD,USD
2020.HK,extra_large,China,Leisure,CNY,HKD
SPLK,extra_large,United States,Software - Infrastructure,USD,USD
AVB,extra_large,United States,REIT - Residential,USD,USD
EBAY,extra_large,United States,Internet Retail,USD,USD
RWE.DE,extra_large,Germany,Utilities - Diversified,EUR,EUR
WOW.AX,extra_large,Australia,Grocery Stores,AUD,AUD
AOT.BK,extra_large,Thailand,Airports & Air Services,THB,THB
ZBH,extra_large,United States,Medical Devices,USD,USD
UN0.DE,extra_large,Germany,Utilities - Independent Power Producers,EUR,EUR
TU,extra_large,Canada,Telecom Services,CAD,USD
KLBN11.SA,extra_large,Brazil,Paper & Paper Products,BRL,BRL
WEC,extra_large,United States,Utilities - Regulated Electric,USD,USD
WST,extra_large,United States,Medical Instruments & Supplies,USD,USD
1766.HK,extra_large,China,Railroads,CNY,HKD
PKX,extra_large,South Korea,Steel,KRW,USD
9022.T,extra_large,Japan,Railroads,JPY,JPY
IX,extra_large,Japan,Financial Conglomerates,JPY,USD
DANS.VI,extra_large,Denmark,Banks - Regional,DKK,EUR
RBLX,extra_large,United States,Electronic Gaming & Multimedia,USD,USD
RJF,extra_large,United States,Capital Markets,USD,USD
RKT,extra_large,United States,Mortgage Finance,USD,USD
1024.HK,extra_large,China,Internet Content & Information,CNY,HKD
0981.HK,extra_large,China,Semiconductors,USD,HKD
OWL,extra_large,United States,Asset Management,USD,USD
SWED-A.ST,extra_large,Sweden,Banks - Regional,SEK,SEK
002352.SZ,extra_large,China,Integrated Freight & Logistics,CNY,CNY
600887.SS,extra_large,China,Packaged Foods,CNY,CNY
051910.KS,extra_large,South Korea,Chemicals,KRW,KRW
OEWA.F,extra_large,Austria,Utilities - Renewable,EUR,EUR
WAB,extra_large,United States,Railroads,USD,USD
SYM,extra_large,United States,Specialty Industrial Machinery,USD,USD
601818.SS,extra_large,China,Banks - Regional,CNY,CNY
CHD,extra_large,United States,Household & Personal Products,USD,USD
WY,extra_large,United States,REIT - Specialty,USD,USD
FITB,extra_large,United States,Banks - Regional,USD,USD
300124.SZ,extra_large,China,Electrical Equipment & Parts,CNY,CNY
NBK.KW,extra_large,Kuwait,Banks - Regional,KWD,KWF
NVR,extra_large,United States,Residential Construction,USD,USD
BLDR,extra_large,United States,Building Products & Equipment,USD,USD
TLK,extra_large,Indonesia,Telecom Services,IDR,USD
ASX,extra_large,Taiwan,Semiconductors,TWD,USD
TSCDF,extra_large,United Kingdom,Grocery Stores,GBP,USD
600188.SS,extra_large,China,Thermal Coal,CNY,CNY
1010.SR,extra_large,Saudi Arabia,Banks - Regional,SAR,SAR
TTWO,extra_large,United States,Electronic Gaming & Multimedia,USD,USD
BRO,extra_large,United States,Insurance Brokers,USD,USD
VOD,extra_large,United Kingdom,Telecom Services,EUR,USD
2308.TW,extra_large,Taiwan,Electronic Components,TWD,TWD
KNEBV.HE,extra_large,Finland,Specialty Industrial Machinery,EUR,EUR
JSWSTEEL.NS,extra_large,India,Steel,INR,INR
PHM,extra_large,United States,Residential Construction,USD,USD
SRT.DE,extra_large,Germany,Medical Instruments & Supplies,EUR,EUR
TEF,extra_large,Spain,Telecom Services,EUR,USD
600104.SS,extra_large,China,Auto Manufacturers,CNY,CNY
